Date,Adj Close,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2010-04-22,0.312272161,0,0.328516006,0,0.329609007,0.308905989,0.314271003,0,122841600
2010-04-23,0.316406041,0,0.332865,0,0.333905995,0.324948013,0.328828007,0,82368000
2010-04-26,0.31405437,0,0.33039099,0,0.335599005,0.328776002,0.333099008,0,80524800
2010-04-27,0.294671714,0,0.310000002,0,0.330677003,0.307292014,0.327187985,0,133747200
2010-04-28,0.295364588,0,0.310728997,0,0.31507799,0.303202987,0.31476599,0,125068800
2010-04-29,0.310440332,0,0.326588988,0,0.328150988,0.315025985,0.315052003,0,84748800
2010-04-30,0.292146981,0,0.30734399,0,0.327630013,0.306535989,0.326094002,0,88512000
2010-05-03,0.304078281,0,0.319896013,0,0.324530989,0.310858995,0.310938001,0,52608000
2010-05-04,0.277195752,0,0.291615009,0,0.307812989,0.284660995,0.307785988,0,137241600
2010-05-05,0.272640735,0,0.286823004,0,0.291952997,0.277083009,0.282474011,0,138508800
2010-05-06,0.245931119,0,0.258724004,0,0.289009988,0.177083001,0.280910999,0,217804800
2010-05-07,0.228034019,0,0.239895999,0,0.261276007,0.223203003,0.251875013,0,248256000
2010-05-10,0.262045771,0,0.275676996,0,0.276484013,0.268698007,0.270182014,0,189273600
2010-05-11,0.261872709,0,0.275494993,0,0.286457986,0.266328007,0.26789099,0,147033600
2010-05-12,0.275982797,0,0.290338993,0,0.29093799,0.278228998,0.279271007,0,108556800
2010-05-13,0.26350677,0,0.277213991,0,0.293594003,0.275469005,0.287551999,0,105561600
2010-05-14,0.247292191,0,0.260156006,0,0.27078101,0.251302004,0.270417005,0,154176000
2010-05-17,0.250634342,0,0.263671994,0,0.266588986,0.246875003,0.262681991,0,136857600
2010-05-18,0.241054714,0,0.253594011,0,0.271614999,0.248958007,0.270103991,0,190617600
2010-05-19,0.234692648,0,0.246901006,0,0.255207986,0.238098994,0.249219,0,237772800
2010-05-20,0.210953519,0,0.221927002,0,0.233620003,0.217317998,0.231952995,0,272985600
2010-05-21,0.21258752,0,0.223646,0,0.230546996,0.206198007,0.208410993,0,234316800
2010-05-24,0.214345098,0,0.225494996,0,0.233202994,0.222891003,0.224869996,0,155020800
2010-05-25,0.212834656,0,0.223905995,0,0.224609002,0.202083007,0.208749995,0,172646400
2010-05-26,0.206250131,0,0.216978997,0,0.236718997,0.215313002,0.227369994,0,208320000
2010-05-27,0.228578717,0,0.240468994,0,0.241068006,0.229556993,0.231432006,0,173222400
2010-05-28,0.225384831,0,0.237109005,0,0.242734,0.230469003,0.242056996,0,166694400
2010-06-01,0.219147325,0,0.230546996,0,0.246719003,0.229166999,0.234608993,0,202713600
2010-06-02,0.234569088,0,0.246770993,0,0.246770993,0.229375005,0.234375,0,113433600
2010-06-03,0.240658358,0,0.253176987,0,0.254583001,0.243906006,0.248594001,0,114854400
2010-06-04,0.216894478,0,0.228176996,0,0.246745005,0.224843994,0.237292007,0,245952000
2010-06-07,0.204319581,0,0.214947999,0,0.232916996,0.214582995,0.230390996,0,168729600
2010-06-08,0.20318085,0,0.213750005,0,0.217916995,0.205234006,0.216483995,0,265920000
2010-06-09,0.198699951,0,0.209035993,0,0.224193007,0.206641003,0.218072996,0,229440000
2010-06-10,0.215186328,0,0.226380005,0,0.226823002,0.214557007,0.216327995,0,155520000
2010-06-11,0.220806003,0,0.232291996,0,0.233202994,0.219348997,0.219348997,0,125337600
2010-06-14,0.220929593,0,0.232421994,0,0.243775994,0.231483996,0.239193007,0,227404800
2010-06-15,0.237069041,0,0.249401003,0,0.252108991,0.235572994,0.236276001,0,200102400
2010-06-16,0.241846517,0,0.254426986,0,0.257813007,0.247969002,0.249192998,0,158361600
2010-06-17,0.244272277,0,0.256978989,0,0.258801997,0.250364989,0.25841099,0,163046400
2010-06-18,0.244940519,0,0.257681996,0,0.262865007,0.255104005,0.25830701,0,139584000
2010-06-21,0.238504335,0,0.250910997,0,0.268229008,0.246666998,0.267082989,0,219916800
2010-06-22,0.232860923,0,0.244974002,0,0.259323001,0.243698001,0.253802001,0,179596800
2010-06-23,0.229742169,0,0.241693005,0,0.248411,0.236197993,0.245885,0,224716800
2010-06-24,0.218602628,0,0.229974002,0,0.240885004,0.228645995,0.238802001,0,239424000
2010-06-25,0.218454331,0,0.229818001,0,0.235572994,0.224922001,0.232969001,0,177561600
2010-06-28,0.216498077,0,0.227760002,0,0.233438,0.222812995,0.230000004,0,164160000
2010-06-29,0.192338824,0,0.202344,0,0.217447996,0.196354002,0.217057005,0,438220800
2010-06-30,0.182833284,0,0.192343995,0,0.205026001,0.190754995,0.199322999,0,183667200
2010-07-01,0.181051001,0,0.190468997,0,0.195025995,0.179323003,0.193410993,0,252326400
2010-07-02,0.180060536,0,0.189427003,0,0.193177,0.183594003,0.190963998,0,147379200
2010-07-06,0.181001604,0,0.190417007,0,0.200286001,0.185625002,0.196667001,0,156556800
2010-07-07,0.198105842,0,0.208410993,0,0.208984002,0.191588998,0.192056999,0,160780800
2010-07-08,0.201447994,0,0.211926997,0,0.214245006,0.204583004,0.213411003,0,207360000
2010-07-09,0.207092404,0,0.217865005,0,0.21875,0.210260004,0.211380005,0,142656000
2010-07-12,0.209444031,0,0.220339,0,0.223619998,0.215728998,0.217057005,0,98918400
2010-07-13,0.216597915,0,0.227864996,0,0.230781004,0.220624998,0.225494996,0,174144000
2010-07-14,0.220062718,0,0.231509998,0,0.235391006,0.226849005,0.229818001,0,109516800
2010-07-15,0.220830753,0,0.232317999,0,0.234348997,0.223047003,0.230546996,0,114201600
2010-07-16,0.203057289,0,0.213620007,0,0.230572999,0.212604001,0.230286002,0,181363200
2010-07-19,0.207637012,0,0.218437999,0,0.219791993,0.209661007,0.214844003,0,124224000
2010-07-20,0.214196831,0,0.225338995,0,0.226249993,0.205937997,0.207604006,0,127948800
2010-07-21,0.206696004,0,0.217447996,0,0.233853996,0.215990007,0.233853996,0,172492800
2010-07-22,0.220632046,0,0.232108995,0,0.236589,0.225938007,0.225938007,0,126451200
2010-07-23,0.226375356,0,0.238150999,0,0.238437995,0.227577999,0.228854001,0,138854400
2010-07-26,0.231350496,0,0.243385002,0,0.244063005,0.235859007,0.239193007,0,100761600
2010-07-27,0.231301084,0,0.243332997,0,0.248072997,0.240285993,0.246978998,0,119692800
2010-07-28,0.226573005,0,0.238359004,0,0.245885,0.235156,0.242838994,0,77568000
